,dom
2020-07-13,0.5879398359366785
2020-07-14,0.5430616727113035
2020-07-15,0.5099693107576304
2020-07-16,0.5453764921185584
2020-07-17,0.5823541373313587
2020-07-18,0.5559247355954847
2020-07-19,0.535817619168969
2020-07-20,0.5519957157886053
2020-07-20,0.5782775405617313
2020-07-21,
2020-07-22,0.6017977748035
2020-07-23,0.5879282434253487
2020-07-24,0.5402459060089589
2020-07-24,
2020-07-25,0.5832870617673864
2020-07-27,0.625819241136909
2020-07-28,0.5625534315987907
2020-07-28,0.5256353965100381
2020-07-29,0.5892326315017029
2020-07-31,0.5859276917218345
2020-08-01,0.551046720294804
2020-08-01,0.5546456496848534
2020-08-02,0.5716799562270275
2020-08-03,0.5922820051101763
2020-08-04,0.5847963358491787
2020-08-05,0.5315598897023767
2020-08-06,0.5688590488004897
2020-08-07,0.5385015544342013
2020-08-08,0.5926757385480674
2020-08-09,0.607539405983489
2020-08-10,0.5757306605335941
2020-08-11,0.5805095722677563
2020-08-12,0.5212334622260514
2020-08-13,0.5052012583793422
2020-08-14,0.5777453003667898
2020-08-15,0.5819095474272894
2020-08-16,0.5742619952960467
2020-08-16,0.5327073230867534
2020-08-17,
2020-08-18,0.5809124004135683
2020-08-19,0.5956737973963352
2020-08-20,0.5992311121017387
2020-08-20,
2020-08-21,0.5733335684010419
2020-08-23,0.5509994332395961
2020-08-24,0.5950949333135265
2020-08-24,0.6004665892197284
2020-08-25,0.5946857146056064
2020-08-27,0.5320530198992102
2020-08-28,0.62685658836576
2020-08-28,0.5977245485881642
2020-08-29,0.6613071637096533
2020-08-30,0.5129570967601517
2020-08-31,0.7446427964872742
2020-09-01,0.5647815936482409
2020-09-02,0.5944413721881335
2020-09-03,0.5865362776075635
2020-09-04,0.6812348573178526
2020-09-05,0.5829412458021676
2020-09-06,0.5981818076116054
2020-09-07,0.5221865587861978
2020-09-08,0.5948655776147359
2020-09-09,0.534879067636583
2020-09-10,0.600863965378712
2020-09-11,0.5339123346331482
2020-09-12,0.5087643504793861
2020-09-12,0.5405465188033203
2020-09-13,
2020-09-14,0.504049757110338
2020-09-15,0.5475498101761969
2020-09-16,
2020-09-16,0.48195494886947954
2020-09-17,0.5454713841133696
2020-09-19,0.460632346514334
2020-09-20,0.5870070084176254
2020-09-20,0.5014231257826529
2020-09-21,0.5497673091260142
2020-09-23,0.5775891341419426
2020-09-24,0.5811804381523502
2020-09-24,0.5344817407989002
2020-09-25,0.5870274948414119
2020-09-26,0.5817629562362776
2020-09-27,0.5137334416085807
2020-09-28,0.5819487475881538
2020-09-29,0.4711538837467498
2020-09-30,0.4603123449039015
2020-10-01,0.5178801636387629
2020-10-02,0.44692394059324586
2020-10-03,0.43110996993167433
2020-10-04,0.4252378020314019
2020-10-05,0.39628081767228
2020-10-06,0.4197036443483273
2020-10-07,0.42658273409359077
2020-10-08,0.4212160076683121
2020-10-09,0.40163306102796964
2020-10-09,0.4029310396428823
2020-10-10,
2020-10-11,0.5008459149040538
2020-10-12,0.41791673548689096
2020-10-13,0.455666129298852
2020-10-13,
2020-10-14,0.4956319064168107
2020-10-16,0.42446399350544334
2020-10-17,0.4868203020201256
2020-10-17,0.5212721742239262
2020-10-18,0.5072853680392643
2020-10-20,0.4077722196685532
2020-10-21,0.509904709846215
2020-10-21,0.4789220051337466
2020-10-22,0.5171072087019339
2020-10-23,0.4204873938202317
2020-10-24,0.509259706489817
2020-10-25,0.46877776281622846
2020-10-26,0.4934542415801029
2020-10-27,0.47550057117344263
2020-10-28,0.5425408834223258
2020-10-29,0.46768088160112303
2020-10-30,0.4726623351143614
2020-10-31,0.45647541055137697
2020-11-01,0.5339704093233458
2020-11-02,0.45509171499380374
2020-11-03,0.4833924010743194
2020-11-04,0.4655109634938707
2020-11-05,0.48359401157001847
2020-11-05,0.4569472367417531
2020-11-06,
2020-11-07,0.5152805771887506
2020-11-08,0.46229525702377416
2020-11-09,0.4669405994952428
2020-11-09,
2020-11-10,0.5178080629888611
2020-11-12,0.45413778823728274
2020-11-13,0.4968609230304434
2020-11-13,0.5505115453865621
2020-11-14,0.5759297938123888
2020-11-16,0.5412324727449506
2020-11-17,0.5597429239358214
2020-11-17,0.4877140120697903
2020-11-18,0.5515082782836637
2020-11-19,0.4145534349489791
2020-11-20,0.5292451411975119
2020-11-21,0.5817027163183778
2020-11-22,0.5287135554067778
2020-11-23,0.5563770769733121
2020-11-24,0.5536534066336309
2020-11-25,0.4870637773141347
2020-11-26,0.49195714333024987
2020-11-27,0.4472537345362545
2020-11-28,0.4275054910325402
2020-11-28,0.5713958337715364
2020-11-29,
2020-11-30,0.4905051546255454
2020-12-01,0.45353361605341846
2020-12-02,0.47674842897412056
2020-12-02,0.4117511790829934
2020-12-03,
2020-12-04,0.4831652995687732
2020-12-05,0.4278670987838613
2020-12-06,0.46333163878989053
2020-12-06,
2020-12-07,0.534131053058278
2020-12-08,0.4770132517764243
2020-12-09,0.41404050188639013
2020-12-10,0.5097136406587869
2020-12-10,
2020-12-11,0.5294146758498948
2020-12-12,0.4948252229887613
2020-12-13,
2020-12-14,0.4638372590441666
2020-12-14,0.4766142463326558
2020-12-15,0.4889853694843752
2020-12-16,0.40340152249980926
2020-12-17,0.6175136729186514
2020-12-18,0.5079103043849371
2020-12-18,0.4360598003682011
2020-12-19,0.4940696174053425
2020-12-20,
2020-12-21,0.531541060152374
2020-12-22,0.42585797325749114
2020-12-23,0.48858584257741583
2020-12-24,0.43450696562696045
2020-12-25,0.4076211106245107
2020-12-25,0.4920403320347886
2020-12-26,
2020-12-27,0.46849072786339285
2020-12-28,0.4252281039169023
2020-12-29,0.39630471075371776
2020-12-29,0.4813022391388499
2020-12-30,
2020-12-31,0.4810182958990849
2021-01-01,0.432736574371965
2021-01-02,
2021-01-02,0.4566428259896482
2021-01-03,0.5029441209390035
2021-01-04,0.4389441379176136
2021-01-05,0.40378252533992526
2021-01-06,0.6105707615391777
2021-01-06,
2021-01-07,0.5384943031519651
2021-01-08,0.40970932691413925
2021-01-09,
2021-01-10,0.452701336417555
2021-01-10,0.6102647356176307
2021-01-11,0.5225415890487318
2021-01-12,0.39617865467104335
2021-01-13,0.5280066614784985
2021-01-14,0.4493471937685857
2021-01-14,0.44914943861494483
2021-01-15,0.5724052830185536
2021-01-16,
2021-01-17,0.6627797004197638
2021-01-18,0.594493774671184
2021-01-19,0.642646131648695
2021-01-20,0.6143988484875545
2021-01-21,0.5016926468830732
2021-01-21,0.42001085069473554
2021-01-22,
2021-01-23,0.636479287517487
2021-01-24,0.4187224722864305
2021-01-25,0.5122597029441229
2021-01-25,0.5995459474854108
2021-01-26,
2021-01-27,0.6425811104366749
2021-01-28,0.6261624442015713
2021-01-29,0.5724813644589112
2021-01-29,
2021-01-30,0.5927796095184482
2021-01-31,0.4519425602143727
2021-02-01,0.5649841435767139
2021-02-02,0.5223912978259619
2021-02-02,
2021-02-03,0.5338999531681397
2021-02-04,0.4064757022850848
2021-02-05,
2021-02-06,0.49662175853095997
2021-02-06,0.46808068202219266
2021-02-07,0.5065108042697639
2021-02-08,0.3727313354647726
2021-02-09,0.5428884476099509
2021-02-10,0.44324060349872835
2021-02-10,0.4598097613357385
2021-02-11,0.49570174184273624
2021-02-12,
2021-02-13,0.5550856841212579
2021-02-14,0.4300209554272453
2021-02-15,0.4915478412836839
2021-02-16,0.4393381771837371
2021-02-17,0.5337469806137566
2021-02-17,0.4193833254894355
2021-02-18,
2021-02-19,0.4674508184295725
2021-02-20,0.45227668004746074
2021-02-21,0.4827877713942192
2021-02-21,0.4007080365517477
2021-02-22,
2021-02-23,0.524890504807049
2021-02-24,0.4301164954578695
2021-02-25,0.4943146218396606
2021-02-25,
2021-02-26,0.5758472196413524
2021-02-27,0.5479581002782997
2021-02-28,0.4454153026907495
2021-03-01,
2021-03-01,0.5936834153320879
2021-03-02,0.5463649345445617
2021-03-03,0.4594619511307862
2021-03-04,
2021-03-05,0.6069232062890693
2021-03-06,0.5245472673544362
2021-03-07,0.4523850447879092
2021-03-08,0.5612318689664727
2021-03-09,0.5210763624763749
2021-03-09,0.5356201685235392
2021-03-10,0.5303967009040668
2021-03-11,
2021-03-12,0.5794383887901272
2021-03-13,0.487109696108392
2021-03-14,0.5157766248738876
2021-03-15,0.563713042253185
2021-03-16,0.5511082856077304
2021-03-16,0.5087686226714647
2021-03-17,
2021-03-18,0.5555208101541966
2021-03-19,0.5198096820238683
2021-03-20,0.5631629788460362
2021-03-20,0.4875365719879738
2021-03-21,
2021-03-22,0.552533175599194
2021-03-23,0.5167427046120076
2021-03-24,0.5113208427893977
2021-03-24,
2021-03-25,0.5931460548749148
2021-03-26,0.5759944042189683
2021-03-27,0.5687273365093902
2021-03-28,
2021-03-28,0.6286142865779042
2021-03-29,0.5851051303345958
2021-03-30,0.48312427857259
2021-03-31,
2021-04-01,0.646473337784525
2021-04-01,0.5545707981987128
2021-04-02,0.6436236126172357
2021-04-03,0.479655439086019
2021-04-04,0.6476228389972468
2021-04-05,0.604963247229743
2021-04-05,0.5586892528397692
2021-04-06,0.5790045322842617
2021-04-07,
2021-04-08,0.6067291457786855
2021-04-09,0.5326476333145674
2021-04-10,0.6232135756744848
2021-04-11,0.5439366031875297
2021-04-12,0.5768902971909484
2021-04-12,0.518429012798689
2021-04-13,
2021-04-14,0.5788932907280758
2021-04-15,0.5541772081158955
2021-04-16,0.5799958051548041
2021-04-16,0.5160047830322416
2021-04-17,
2021-04-18,0.6393878413218337
2021-04-19,0.5409091122465534
2021-04-20,
2021-04-20,0.5622520775418038
2021-04-21,0.6340188279178014
2021-04-22,0.5686513540788654
2021-04-23,0.5278785681754433
2021-04-24,
2021-04-24,0.6631595184471833
2021-04-25,0.6556524418315083
2021-04-26,0.5228468600328863
2021-04-27,
2021-04-28,0.6070606953574365
2021-04-28,0.608591575145914
2021-04-29,0.6290186353034708
2021-04-30,0.49476436639455784
2021-05-01,0.6576266357794439
2021-05-02,0.5401897216034869
2021-05-02,0.5891824455043063
2021-05-03,0.5845595510841658
2021-05-04,
2021-05-05,0.6137344269629912
2021-05-06,0.6220983706449519
2021-05-07,0.5773279043551895
2021-05-08,0.5522138158240165
2021-05-09,0.5025546265540228
2021-05-09,0.5789335293864204
2021-05-10,
2021-05-11,0.5520898775500099
2021-05-12,0.4957420460255175
2021-05-13,0.5065819869568193
2021-05-13,0.5870690693176224
2021-05-14,
2021-05-15,0.6149226523714048
2021-05-16,0.623840274887414
2021-05-17,
2021-05-17,0.5730101274912545
2021-05-18,0.628462652104771
2021-05-19,0.6403367723390779
2021-05-20,0.6044945117367756
2021-05-21,0.5614200738908113
2021-05-21,
2021-05-22,0.6489376967594195
2021-05-23,0.5739219717223356
2021-05-24,
2021-05-25,0.6198715935336315
2021-05-25,0.5530098492594531
2021-05-26,0.5958703063095602
2021-05-27,0.5119884503806926
2021-05-28,0.6451193914117053
2021-05-29,0.6355553656195103
2021-05-29,0.5384417245039457
2021-05-30,0.6020177397313751
2021-05-31,
2021-06-01,0.594978261262127
2021-06-02,0.4994915323231196
2021-06-03,0.5550706977345707
2021-06-04,0.6516713454230001
2021-06-05,0.5039959824508249
2021-06-05,0.5909156792640637
2021-06-06,
2021-06-07,0.5276640388316719
2021-06-08,0.6382705940528859
2021-06-09,0.5915358226361096
2021-06-09,0.5195422609737902
2021-06-10,
2021-06-11,0.5647425661628926
2021-06-12,0.625539124883832
2021-06-13,
2021-06-13,0.6340823731149806
2021-06-14,0.6187857369914544
2021-06-15,0.6162526352614447
2021-06-16,0.677350220976443
2021-06-17,0.6376412842337182
2021-06-17,
2021-06-18,0.6196152581762023
2021-06-19,0.6041215013144642
2021-06-20,
2021-06-21,0.6038418099711345
2021-06-21,0.5775824453516719
2021-06-22,0.5508508158831934
2021-06-23,0.4168235463488495
2021-06-24,0.6286963544675116
2021-06-25,0.5746026484639232
2021-06-25,0.5004901051212151
2021-06-26,0.5800301786484766
2021-06-27,
2021-06-28,0.5030497058638836
2021-06-29,0.5519079762235547
2021-06-30,0.5936448538153062
2021-07-01,0.49601241950230673
2021-07-02,0.6043137437634098
2021-07-02,0.6249507336682419
2021-07-03,
2021-07-04,0.5796609428583116
2021-07-05,0.6218844081955444
2021-07-06,0.49210265293257494
2021-07-06,0.580759403897427
2021-07-07,
2021-07-08,0.5852629266205082
2021-07-09,0.516089306831445
2021-07-10,
2021-07-10,0.6413077468574785
2021-07-11,0.5708117715017417
2021-07-12,0.6090317496110673
2021-07-13,0.46762438732464395
2021-07-14,
2021-07-14,0.5748023254396245
2021-07-15,0.6344281307131069
2021-07-16,0.45301359438279837
2021-07-17,
2021-07-18,0.5378407334867427
2021-07-18,0.5487534301014524
2021-07-19,0.6229130123419294
2021-07-20,0.6079289793459591
2021-07-21,0.6118090349292641
2021-07-22,0.5603458062827016
2021-07-22,0.6213649764031095
2021-07-23,0.6042614404579136
2021-07-24,
2021-07-25,0.6124759663511339
2021-07-26,0.5002913838108327
2021-07-27,0.6577890626385646
2021-07-28,0.653078518537554
2021-07-29,0.6343185503555966
2021-07-29,0.6166225997891864
2021-07-30,
2021-07-31,0.6125119583796101
2021-08-01,0.6028314069349446
2021-08-02,0.5820240623845127
2021-08-02,0.6157454931293134
2021-08-03,
2021-08-04,0.6162211683462515
2021-08-05,0.5867769246680286
2021-08-06,
2021-08-06,0.5749919032489729
2021-08-07,0.6122246059782835
2021-08-08,0.608865450284863
2021-08-09,0.5723582260633998
2021-08-10,
2021-08-10,0.5979064415982804
2021-08-11,0.8344278961316137
2021-08-12,0.5689714340842033
2021-08-13,
2021-08-14,0.6186903762150853
2021-08-14,0.5581039208681018
2021-08-15,0.6664579353229122
2021-08-16,0.47477647818815466
2021-08-17,0.8101845032554703
2021-08-18,0.5382352875257033
2021-08-18,0.58103416123519
2021-08-19,0.5949305726916951
2021-08-20,
2021-08-21,0.6268624224319759
2021-08-22,0.5817390828798236
2021-08-23,0.5739065651633973
2021-08-24,0.6123495512167413
2021-08-25,0.5037674040459532
2021-08-25,0.5545899154766478
2021-08-26,
2021-08-27,0.6097815076496926
2021-08-28,0.5450277590739119
2021-08-29,0.637004113717101
2021-08-29,0.5589327332174291
2021-08-30,
2021-08-31,0.6266413059637248
2021-09-01,0.5996480004662177
2021-09-02,0.5284510771794962
2021-09-02,
2021-09-03,0.6389906772047849
2021-09-04,0.5610970590292433
2021-09-05,0.4901491720939716
2021-09-06,
2021-09-06,0.5406671166435935
2021-09-07,0.587235973247363
2021-09-08,0.5571877117124331
2021-09-09,
2021-09-10,0.570861677766648
2021-09-10,0.5739792038120958
2021-09-11,0.6316055847124693
2021-09-12,0.5884954178000297
2021-09-13,0.6597937375400996
2021-09-14,0.5098760322883397
2021-09-14,0.5369554940438882
2021-09-15,0.6138754449185344
2021-09-16,
2021-09-17,0.6316215991235877
2021-09-18,0.6054088561907526
2021-09-19,0.5989358219128617
2021-09-20,0.5539987318097583
2021-09-21,0.5940971559962582
2021-09-23,0.4896567658175236
2021-09-24,0.5407683393363232
2021-09-25,0.5426458484073673
2021-09-25,0.5242775447303889
2021-09-26,
2021-09-27,0.555106048390187
2021-09-28,0.48106156421653695
2021-09-29,0.5300159158236512
2021-09-29,
2021-09-30,0.6240070075135804
2021-10-01,0.5722768711236714
2021-10-02,0.4809952837462618
2021-10-03,
2021-10-03,0.6127609277869523
2021-10-04,0.5945126910725899
2021-10-05,0.43611021153580815
2021-10-06,
2021-10-07,0.528712686791374
2021-10-07,0.5705607341638221
2021-10-08,0.6231938021134562
2021-10-09,0.4264158544136873
2021-10-10,0.5776742998348897
2021-10-11,0.5033339397339738
2021-10-14,0.49404458749300423
2021-10-19,0.5425670365782372
2021-10-20,0.627644950928395
2021-10-23,0.40340636971723426
2021-10-24,0.5754716576202171
2021-10-25,0.4455610954207025
2021-10-26,
2021-10-28,0.6211418331633168
2021-10-29,0.49594221400091815
2021-10-30,
2021-10-30,0.5589947120378608
2021-10-31,0.5844882731034469
2021-11-01,0.43035474779484556
2021-11-02,
2021-11-03,0.5017729558373857
2021-11-03,0.539141460487869
2021-11-04,0.585207295909802
2021-11-05,0.4172514087529884
2021-11-06,0.5514788942376913
2021-11-07,0.4856817308805927
2021-11-07,0.47773177400295314
2021-11-08,0.5314730005282426
2021-11-09,
2021-11-10,0.5580036905732803
2021-11-11,0.46384507171376543
2021-11-12,0.5034945728522618
2021-11-13,0.4579671187488074
2021-11-14,0.5193216464607412
2021-11-14,0.4417223161929848
2021-11-15,
2021-11-16,0.49024852070528874
2021-11-17,0.4517462031774599
2021-11-18,0.48697762836991515
2021-11-18,0.4221296202467894
2021-11-19,
2021-11-20,0.5078474222429767
2021-11-21,0.43657938184595535
2021-11-22,
2021-11-22,0.4695371950825685
2021-11-23,0.5703931404116683
2021-11-24,0.521571553961212
2021-11-25,0.42554043594835606
2021-11-26,0.5319093827989056
2021-11-26,
2021-11-27,0.5521424571907816
2021-11-28,0.4197204637283054
2021-11-29,
2021-11-30,0.5083028469206634
2021-11-30,0.4829242884178661
2021-12-01,0.5455980502734453
2021-12-02,0.4687055244051668
2021-12-03,0.5662795938430747
2021-12-04,0.46815062545813296
2021-12-04,0.567710195195453
2021-12-05,0.5248791122319897
2021-12-06,
2021-12-07,0.5597034446481651
2021-12-08,0.4419680107119255
2021-12-09,0.4944426782642519
2021-12-10,0.4370660605992114
2021-12-11,0.5000504305261474
2021-12-11,0.4262309847526591
2021-12-12,
2021-12-13,0.46940445521257257
2021-12-14,0.4380643598703064
2021-12-15,0.48114379890835635
2021-12-15,0.4088543746225509
2021-12-16,
2021-12-17,0.49350296822757006
2021-12-18,0.43806441756980646
2021-12-19,
2021-12-19,0.45255650377460666
2021-12-20,0.5373529606018984
2021-12-21,0.49011320487206905
2021-12-22,0.41521283604697806
2021-12-23,
2021-12-23,0.5259636467744644
2021-12-24,0.5392949828186365
2021-12-25,0.4003099638457131
2021-12-26,
2021-12-27,0.4668536761706277
2021-12-27,0.4914003844076156
2021-12-28,0.5970633686777299
2021-12-29,0.5296298820796157
2021-12-30,0.6123653663023204
