,Turbidity
2021-05-14,0.07235136262946383
2021-05-16,0.06799538672897665
2021-05-24,0.016277132462679825
2021-05-26,0.03195691612892252
2021-05-31,0.012992822527106552
2021-06-03,0.06424178676197442
2021-06-08,0.023986508150909126
2021-06-15,0.03230734033609756
2021-06-25,0.017968426163214826
2021-06-30,0.02386285362447267
2021-07-05,0.023487177677827462
2021-09-26,0.001252636528999939
2021-10-03,-0.06619145889176506
2021-10-06,0.00656452193404745
2021-10-08,-0.05327941675694757
2021-10-11,-0.09008516994591081
2021-10-13,-0.12493567108242451
2021-10-16,-0.18018646648138595
2021-10-21,-0.2343243499911713
2021-10-23,0.03650725037038277
2021-10-26,0.012661596596313137
2021-10-28,0.005014757255276479
2021-10-31,-0.0021492070903011734
2021-11-02,-0.10489620472113137
2021-11-05,-0.12363025179173683
2021-11-07,-0.17274062039406596
2021-11-10,-0.19546387950979793
2021-11-12,-0.21072484121406335
2021-11-15,-0.2586122948990944
2021-11-17,-0.20807964156745126
2021-11-20,-0.27248930087422674
2021-11-22,-0.33103777425991804
2021-11-25,-0.4015263123441034
2021-11-27,-0.28374343710197536
2021-12-07,-0.2358796857552815
2021-12-10,-0.35865978979093704
2021-12-12,-0.34951210233192376
2021-12-15,-0.39798325358257636
2021-12-17,-0.38187905506121883
2021-12-20,-0.19039299796944634
2021-12-25,-0.3208008885774005
2021-12-27,-0.2577267739002724
2022-01-01,-0.3514345550884573
2022-01-11,-0.325392848224692
2022-01-14,-0.010497393389451994
2022-01-16,-0.2121734922712834
2022-01-29,-0.18121614162809774
2022-01-31,-0.07993255848611185
2022-02-05,0.004104310825154575
2022-02-08,-0.13003342993760625
2022-02-10,-0.10408393055383437
2022-02-13,-0.12998731167830224
2022-02-15,-0.09794620143336044
2022-02-18,-0.08681865596762221
2022-02-20,-0.12134958830344099
2022-02-25,-0.12373593593290352
2022-02-28,-0.12285833666949655
2022-03-02,-0.1267225281156657
2022-03-05,-0.14238212358597832
2022-03-12,-0.12967057893077383
2022-03-15,-0.12494145085302684
